date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:44:12	10116/10116	---M--	200	added ('OK')	image/png	etag:%22655b706c-2784%22	http://127.0.0.1:8000/static/images/sponsors/cmp.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/cmp.png	(from http://127.0.0.1:8000/)
14:44:20	63498/63498	---M--	200	added ('OK')	image/png	etag:%22655b706c-f80a%22	http://127.0.0.1:8000/static/images/sponsors/eps.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/eps.png	(from http://127.0.0.1:8000/)
14:44:20	44237/44237	---M--	200	added ('OK')	image/png	etag:%22655b706c-accd%22	http://127.0.0.1:8000/static/images/sponsors/fcup.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/fcup.png	(from http://127.0.0.1:8000/)
14:44:22	41929/41929	---M--	200	added ('OK')	image/png	etag:%22655b706c-a3c9%22	http://127.0.0.1:8000/static/images/sponsors/dcc.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/dcc.png	(from http://127.0.0.1:8000/)
14:44:26	208519/208519	---M--	200	added ('OK')	image/png	etag:%22655b706c-32e87%22	http://127.0.0.1:8000/static/images/sponsors/maykin.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/maykin.png	(from http://127.0.0.1:8000/)
14:44:26	4684/4684	---M--	200	added ('OK')	image/png	etag:%22655b706c-124c%22	http://127.0.0.1:8000/static/images/sponsors/portoenorte.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/portoenorte.png	(from http://127.0.0.1:8000/)
14:44:26	25795/25795	---M--	200	added ('OK')	image/png	etag:%22655b706c-64c3%22	http://127.0.0.1:8000/static/images/sponsors/visitportugal.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/visitportugal.png	(from http://127.0.0.1:8000/)
14:44:28	7760/7760	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-1e50%22	http://127.0.0.1:8000/static/images/sponsors/ip.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/ip.svg	(from http://127.0.0.1:8000/)
14:44:30	48651/48651	---M--	200	added ('OK')	image/png	etag:%22655b706c-be0b%22	http://127.0.0.1:8000/static/images/sponsors/pcb.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/pcb.png	(from http://127.0.0.1:8000/)
14:44:36	44119/44119	---M--	200	added ('OK')	image/png	etag:%22655b706c-ac57%22	http://127.0.0.1:8000/static/images/sponsors/readthedocs.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/readthedocs.png	(from http://127.0.0.1:8000/)
14:44:38	27667/27667	---M--	200	added ('OK')	image/png	etag:%22655b706c-6c13%22	http://127.0.0.1:8000/static/images/sponsors/djangodk.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/djangodk.png	(from http://127.0.0.1:8000/)
14:44:38	16747/16747	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-416b%22	http://127.0.0.1:8000/static/images/sponsors/tap.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/tap.svg	(from http://127.0.0.1:8000/)
14:44:42	624/624	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-270%22	http://127.0.0.1:8000/static/images/external_logo/logo_twitter.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/external_logo/logo_twitter.svg	(from http://127.0.0.1:8000/)
14:44:44	2841/2841	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-b19%22	http://127.0.0.1:8000/static/images/external_logo/logo_slack.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/external_logo/logo_slack.svg	(from http://127.0.0.1:8000/)
14:44:46	613/613	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-265%22	http://127.0.0.1:8000/static/images/external_logo/logo_youtube.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/external_logo/logo_youtube.svg	(from http://127.0.0.1:8000/)
14:44:48	64021/64021	---M--	200	added ('OK')	image/png	etag:%22655b706c-fa15%22	http://127.0.0.1:8000/static/images/sponsors/djangosocial.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/djangosocial.png	(from http://127.0.0.1:8000/)
14:44:48	736/736	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-2e0%22	http://127.0.0.1:8000/static/images/external_logo/logo_linkedin.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/external_logo/logo_linkedin.svg	(from http://127.0.0.1:8000/)
14:44:50	1758/1758	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-6de%22	http://127.0.0.1:8000/static/images/external_logo/logo_github.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/external_logo/logo_github.svg	(from http://127.0.0.1:8000/)
14:44:52	43/43	---M--	200	added ('OK')	text/css	etag:%22652cf427-2b%22	http://127.0.0.1:8000/static/debug_toolbar/css/print.css	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/debug_toolbar/css/print.css	(from http://127.0.0.1:8000/)
14:44:54	12621/12621	---M--	200	added ('OK')	text/css	etag:%22652cf427-314d%22	http://127.0.0.1:8000/static/debug_toolbar/css/toolbar.css	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/debug_toolbar/css/toolbar.css	(from http://127.0.0.1:8000/)
14:44:58	6476/6476	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-194c%22	http://127.0.0.1:8000/static/images/other/pretalx.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/other/pretalx.svg	(from http://127.0.0.1:8000/talks/cfp/)
14:45:00	13404/13404	---M--	200	added ('OK')	text/javascript	etag:%22652cf427-345c%22	http://127.0.0.1:8000/static/debug_toolbar/js/toolbar.js	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/debug_toolbar/js/toolbar.js	(from http://127.0.0.1:8000/)
14:45:15	173374/173374	---M--	200	added ('OK')	image/png	etag:%22655b706c-2a53e%22	http://127.0.0.1:8000/static/images/sponsors/evolutio.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/evolutio.png	(from http://127.0.0.1:8000/)
14:45:16	10468/10468	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-28e4%22	http://127.0.0.1:8000/static/images/sponsors/venueless.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/sponsors/venueless.svg	(from http://127.0.0.1:8000/information/venue/)
14:45:31	73689/73689	---M--	200	added ('OK')	image/png	etag:%22655b706c-11fd9%22	http://127.0.0.1:8000/static/images/hotels/ms.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/ms.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:31	283341/283341	---M--	200	added ('OK')	application/pdf	etag:%22655b706c-452cd%22	http://127.0.0.1:8000/static/docs/tap.pdf	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/docs/tap.pdf	(from http://127.0.0.1:8000/)
14:45:31	164011/164011	---M--	200	added ('OK')	image/jpeg	etag:%22655b706c-280ab%22	http://127.0.0.1:8000/static/images/other/jardins_palacio_cristal.jpg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/other/jardins_palacio_cristal.jpg	(from http://127.0.0.1:8000/information/venue/)
14:45:32	177724/177724	---M--	200	added ('OK')	image/png	etag:%22655b706c-2b63c%22	http://127.0.0.1:8000/static/images/other/super_bock_arena_logo.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/other/super_bock_arena_logo.png	(from http://127.0.0.1:8000/information/venue/)
14:45:35	32650/32650	---M--	200	added ('OK')	image/png	etag:%22655b706c-7f8a%22	http://127.0.0.1:8000/static/images/hotels/premium.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/premium.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:40	41398/41398	---M--	200	added ('OK')	image/png	etag:%22655b706c-a1b6%22	http://127.0.0.1:8000/static/images/hotels/legendary.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/legendary.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:42	36066/36066	---M--	200	added ('OK')	image/png	etag:%22655b706c-8ce2%22	http://127.0.0.1:8000/static/images/hotels/monumental.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/monumental.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:43	51452/51452	---M--	200	added ('OK')	image/png	etag:%22655b706c-c8fc%22	http://127.0.0.1:8000/static/images/hotels/vilafoz.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/vilafoz.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:46	6687/6687	---M--	200	added ('OK')	image/png	etag:%22655b706c-1a1f%22	http://127.0.0.1:8000/static/images/hotels/gallery.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/gallery.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:47	65625/65625	---M--	200	added ('OK')	image/png	etag:%22655b706c-10059%22	http://127.0.0.1:8000/static/images/hotels/hf.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/hf.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:48	41046/41046	---M--	200	added ('OK')	image/png	etag:%22655b706c-a056%22	http://127.0.0.1:8000/static/images/hotels/yotel.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/yotel.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:51	11618/11618	---M--	200	added ('OK')	image/png	etag:%22655b706c-2d62%22	http://127.0.0.1:8000/static/images/hotels/infantesagres.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/infantesagres.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:55	7218/7218	---M--	200	added ('OK')	image/png	etag:%22655b706c-1c32%22	http://127.0.0.1:8000/static/images/hotels/nh.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/nh.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:56	49051/49051	---M--	200	added ('OK')	image/png	etag:%22655b706c-bf9b%22	http://127.0.0.1:8000/static/images/hotels/vinhaboutique.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/vinhaboutique.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:57	43414/43414	---M--	200	added ('OK')	image/png	etag:%22655b706c-a996%22	http://127.0.0.1:8000/static/images/hotels/torel.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/torel.png	(from http://127.0.0.1:8000/information/hospitality/)
14:45:58	82444/82444	---M--	200	added ('OK')	image/png	etag:%22655b706c-1420c%22	http://127.0.0.1:8000/static/images/hotels/sheraton.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/sheraton.png	(from http://127.0.0.1:8000/information/hospitality/)
14:46:00	4851/4851	---M--	200	added ('OK')	image/png	etag:%22655b706c-12f3%22	http://127.0.0.1:8000/static/images/hotels/neya.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/neya.png	(from http://127.0.0.1:8000/information/hospitality/)
14:46:01	11611/11611	---M--	200	added ('OK')	image/png	etag:%22655b706c-2d5b%22	http://127.0.0.1:8000/static/images/hotels/eurostars.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/eurostars.png	(from http://127.0.0.1:8000/information/hospitality/)
14:46:02	26249/26249	---M--	200	added ('OK')	image/png	etag:%22655b706c-6689%22	http://127.0.0.1:8000/static/images/hotels/vilagale.png	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/hotels/vilagale.png	(from http://127.0.0.1:8000/information/hospitality/)
14:46:02	3302/3302	---M--	200	added ('OK')	image/svg+xml	etag:%22655b706c-ce6%22	http://127.0.0.1:8000/static/images/other/pretix.svg	/home/gabriel/websites/Djangocon_22/127.0.0.1_8000/static/images/other/pretix.svg	(from http://127.0.0.1:8000/tickets/)
